local_row,local_col,injected_row_px,injected_col_px,measured_row_px,measured_col_px,error_px
255,255,0.025,-0.04,0.023641188838728414,-0.03859431018296769,0.001955078421369479
255,367,0.025,-0.04,0.024195131368278992,-0.0377291929008534,0.0024092277592338684
255,479,0.025,-0.04,0.02369017059084513,-0.03826567786277751,0.0021733675153427223
367,32,0.025,-0.04,0.023941657508889873,-0.035619418864074215,0.004506615128554694
367,143,0.025,-0.04,0.02404429857291684,-0.03849820855417715,0.001780096279552172
367,255,0.025,-0.04,0.02392726984793745,-0.037656116120099,0.0025777008402070108
367,367,0.025,-0.04,0.024689198119846132,-0.03683856069009147,0.003176680078154253
367,479,0.025,-0.04,0.02410828626226823,-0.03679084011176854,0.003330744748294793
479,32,0.025,-0.04,0.024202890053728932,-0.036862210562604095,0.0032374537556353737
479,143,0.025,-0.04,0.022833537153706757,-0.036851335460612665,0.0038219955057488346
479,255,0.025,-0.04,0.023852781149623848,-0.03925735935401949,0.0013666112174721562
479,367,0.025,-0.04,0.02383767271507719,-0.028464467930158093,0.01159394259307968
479,479,0.025,-0.04,0.024223379712839718,-0.037775797444566266,0.002355889657438752
32,32,-0.25,0.4,-0.24124067173416566,0.37807895245452183,0.0236063160437998
32,143,-0.25,0.4,-0.24153431520586327,0.3928459132970543,0.011083716686515512
32,255,-0.25,0.4,-0.2471226938037149,0.37777933182756246,0.02240618184735544
32,367,-0.25,0.4,-0.24333520055408792,0.3890667809378267,0.01280448478915493
32,479,-0.25,0.4,-0.24316663887156553,0.36683526545924483,0.03386140046528435
143,32,-0.25,0.4,-0.2395426503909468,0.3810546694363009,0.021639817721362566
143,143,-0.25,0.4,-0.24172420842135364,0.391742694344994,0.011690672475670027
143,255,-0.25,0.4,-0.23709522860230625,0.3684417899978766,0.0340947758955072
143,367,-0.25,0.4,-0.24001343002315906,0.3779776965722091,0.02418084837568842
143,479,-0.25,0.4,-0.24221948567700344,0.3678400743828335,0.0330877200609537
255,32,-0.25,0.4,-0.23889493078482146,0.3746636194010008,0.02766323813531689
255,143,-0.25,0.4,-0.23565619078603922,0.3928724976882009,0.01601705815595387
255,255,-0.25,0.4,-0.24135504869361235,0.3859325726692588,0.016511441330044417
255,367,-0.25,0.4,-0.24202912483727307,0.3805587833209651,0.021011800418359268
255,479,-0.25,0.4,-0.2375251772367242,0.3842699808541464,0.02007622238629734
367,32,-0.25,0.4,-0.24097659013197764,0.3614303435306814,0.03961111366532853
367,143,-0.25,0.4,-0.2426339912774844,0.3889816560835164,0.013253753700823294
367,255,-0.25,0.4,-0.24190525468661875,0.3823128587507388,0.019451474680851993
367,367,-0.25,0.4,-0.2464725178978878,0.37070195124436556,0.029509638948456422
367,479,-0.25,0.4,-0.24087204292583672,0.3756253515582623,0.02602773687830107
479,32,-0.25,0.4,-0.2443590109696305,0.3701237182438516,0.030404160386590457
479,143,-0.25,0.4,-0.2307118356281186,0.3700211558038648,0.03564778231773845
479,255,-0.25,0.4,-0.24105409018569443,0.3931344970349043,0.011276720860668107
479,367,-0.25,0.4,-0.2410866611309993,0.2771474658571829,0.12317545516500307
479,479,-0.25,0.4,-0.24185383242715336,0.3837710686481386,0.01815869651016639
32,32,1.0,-1.0,1.0019817983831685,-0.9800159082765223,0.020082117588638388
32,143,1.0,-1.0,0.9885766485922665,-0.9905072612845106,0.01485277905663176
32,255,1.0,-1.0,0.9974628149025648,-0.9872106751822438,0.013038563475809804
32,367,1.0,-1.0,0.9964650676720237,-0.9918374167191398,0.00889513981792023
32,479,1.0,-1.0,0.9970586126450012,-0.9575587653020878,0.042543038940059404
143,32,1.0,-1.0,0.9987384715999542,-0.9670807429288102,0.03294342028422675
143,143,1.0,-1.0,0.9921266947028403,-0.9934829413053653,0.01022061594678112
143,255,1.0,-1.0,0.993053569592477,-0.9752680934958512,0.02568890995617598
143,367,1.0,-1.0,0.9906957406181085,-0.9720354197750367,0.029471799907774952
143,479,1.0,-1.0,0.9995674141524998,-0.9613634973838694,0.03863892422055413
255,32,1.0,-1.0,0.9860188508161751,-0.9583684622011321,0.04391648291927451
255,143,1.0,-1.0,0.9873980009876233,-0.9965422720035293,0.013067756578905207
255,255,1.0,-1.0,0.9906701804224955,-0.982081180479933,0.020202218351990955
255,367,1.0,-1.0,0.9969452310092147,-0.9825951980043913,0.017670844521227812
255,479,1.0,-1.0,0.9936182229558935,-0.9813899037997807,0.019673910613350346
367,32,1.0,-1.0,1.0010142974206846,-0.9773716379278231,0.022651083182204355
367,143,1.0,-1.0,0.9907389285628764,-0.9837842060352131,0.018674030579174012
367,255,1.0,-1.0,0.9928164347044269,-0.9804034633986842,0.020871699909745505
367,367,1.0,-1.0,0.9994391156724721,-0.9774082343532449,0.02259872709394872
367,479,1.0,-1.0,0.9975006674527754,-0.9748263210888471,0.02529744597985018
479,32,1.0,-1.0,0.9935931254337981,-0.9705319777425041,0.030156464936648635
479,143,1.0,-1.0,0.9715737971730192,-0.9666683877591952,0.04380691020526355
479,255,1.0,-1.0,0.9843414932713942,-0.9905066448320795,0.018311543498953767
479,367,1.0,-1.0,0.9857136591244431,-0.8868069368983738,0.11409105604709491
479,479,1.0,-1.0,0.9981860627046114,-0.9698996583346557,0.030154948795878614
